text,label
sent like,0
stop calling everyone saying might cancer throat hurt talk cant answering everyones call get one call im babysitting monday,0
awesome plan get time like ltgt ill text detail wee bit,0
time want come,0
ok ìï finishing soon,0
still havent collected dough pls let know go place sent get control number,0
2mro coming gym machan goodnight,0
meet ì 5 4 depends ì wan 2 lor,0
spook mob halloween collection logo pic message plus free eerie tone txt card spook 8007 zed 08701417012150p per logopic,1
urgent call 09061749602 landline complimentary 4 tenerife holiday å£10000 cash await collection sae tc box 528 hp20 1yf 150ppm 18,1
actually first time went bed long spoke woke 7 wa night,0
gone get info bt dont know,0
urgent please call 09061213237 landline å£5000 cash luxury 4 canary island holiday await collection tc sae po box 177 m227xy 150ppm 16,1
solve case man wa found murdered ltdecimalgt ltgt afternoon 1his wife called police 2police questioned everyone 3wife siri wa sleeping murder took place 4cook wa cooking 5gardener wa picking vegetable 6housemaid went 2 post office 7children went 2 play 8neighbour went 2 marriage police arrested murderer immediately reply reason u r brilliant,0
valentine day special win å£1000 quiz take partner trip lifetime send go 83600 150pmsg rcvd custcare08718720201,1
dint touch,0
gon na pick 1 burger way home cant even move pain killing,0
sorry went bed early nightnight,0
reply win å£100 weekly 2006 fifa world cup held send stop 87239 end service,1
u come n search tat vidnot finishd,0
k ill take care,0
sore throat scratch talk,0
arent next ltgt hour imma flip shit,0
like think always possibility pub later,0
somewhere beneath pale moon light someone think u dream come true goodnite amp sweet dream,0
screaming mean shouting,0
watching cartoon listening music amp eve go temple amp church u,0
reach office around ltdecimalgt amp mobile problem cannt get voice call asa ill free,0
howz person story,0
chance reality fantasy show call 08707509020 20p per min ntt ltd po box 1327 croydon cr9 5wb 0870 national rate call,1
ìï bot note oredi co juz rem got,0
got take 2 take part wrc rally oz u lucozade energy text rally le 61200 25p see pack lucozadecoukwrc itcould u,1
checking really miss seeing jeremiah great month,0
waited yesterday,0
im aight wats happening side,0
text pas 69669 collect polyphonic ringtones normal gprs charge apply enjoy tone,1
ok din get ur msg,0
wat r u,0
ok,0
excellent ready moan scream ecstasy,0
super msg danalla timing,0
well know z take care worry,0
pls speak customer machan,0
one,0
im working technical support voice processnetworking field,0
glad went well come 11 well plenty time claire go work,0
congratulation thanks good friend u å£2000 xmas prize 2 claim easy call 08718726971 10p per minute btnationalrate,1
know didt msg recently,0
nothis kallis home groundamla home town durban,0
send text well skype later,0
new mobile 2004 must go txt nokia 89545 collect today å£1 www4tcbiz 2optout 08718726270150gbpmtmsg18 txtauction,1
guy get used dumb realize,0
sorry de went shop,0
send logo 2 ur lover 2 name joined heart txt love name1 name2 mobno eg love adam eve 07123456789 87077 yahoo pobox36504w45wq txtno 4 ad 150p,1
shall come get pickle,0
umma life vava umma love lot dear,0
hi darlin finish 3 u 1 2 pick meet text back number luv kate xxx,0
mostly like,0
dont know u u dont know send chat 86688 let find 150pmsg rcvd hgsuite3422landsroww1j6hl ldn 18 year,1
treasure every moment spend together,0
problem baby good time talk called left message,0
fighting world easy u either win lose bt fightng some1 close u dificult u lose u lose u win u still lose,0
sent email ûò address incomm right,0
hey babe hows going ever figure going new year,0
u today,0
could ask carlos could get anybody else chip,0
ill meet library,0
sure whenever show fuck gt,0
good swimsuit allowed,0
stupidits possible,0
please protect ethreats sib never asks sensitive information like passwordsatmsms pin thru email never share password anybody,0
dear got bus directly calicut,0
u need presnts always bcz u cant mi love jeevithathile irulinae neekunna prakasamanu sneham prakasam ennal prabha mn prabha islove got dont mi,0
thread wishlist section forum ppl post nitro request start last page collect bottom,0
yeah thats thought lem know anythings goin later,0
bad girl still remember,0
ya ok vikky vl c witin ltgt min il reply u,0
guy close,0
time tell friend around,0
u calling right call hand phone,0
gud mrng dear nice day,0
u still painting ur wall,0
come round,0
reached home tired come tomorro,0
free camera phone linerental 449month 750 cross ntwk min 12 price txt bundle deal also avble call 08001950382 call2optoutj mf,1
urgent trying contact u today draw show å£800 prize guaranteed call 09050000460 land line claim j89 po box245c2150pm,1
nicenicehow working,0
ok c ì,0
wait thats still clear sure sarcastic thats x doesnt want live u,0
ryder unsoldnow gibbs,0
hi mate rv u hav nice hol message 3 say hello coz havenåõt sent u 1 age started driving stay roadsrvx,0
mobile numberpls sm ur mail idconvey regard achanammarakheshqatar,0
ever green quote ever told jerry cartoon person irritates u always one love u vry much fails express gud nyt,0
future planned tomorrow result today best present enjoy future,0
want new nokia 3510i colour phone deliveredtomorrow 300 free minute mobile 100 free text free camcorder reply call 08000930705,1
ok knackered came home went sleep good full time work lark,0
co wa shopping wif darren jus n called 2 ask wat present wan lor started guessing wa wif n finally guessed darren lor,0
message truro hospital ext phone phone side,0
specially selected receive 3000 award call 08712402050 line close cost 10ppm 16 tc apply ag promo,1
fact leave think addie go back school tues wed,0
thanks subscription ringtone uk mobile charged å£5month please confirm replying yes reply charged,1
den weekday got special price haiz cant eat liao cut nail oso muz wait finish drivin wat lunch still muz eat wat,0
free 1st week no1 nokia tone 4 ur mob every week txt nokia 8007 get txting tell ur mate wwwgetzedcouk pobox 36504 w45wq norm150ptone 16,1
gr8 poly tone 4 mob direct 2u rply poly title 8007 eg poly breathe1 title crazyin sleepingwith finest ymca getzedcouk pobox365o4w45wq 300p,1
ive sent wife text buy shell tell relax go get wkend,0
hi mobile ltgt ha added contact list wwwfullonsmscom great place send free sm people visit fullonsmscom,0
finally match heading towards draw prediction,0
mum going robinson already,0
lay man let know missed thought great day send bimbo ugos number ill appreciate safe,0
yup thk e shop close lor,0
oops phone died didnt even know yeah like better,0
co want thing,0
boy love u grl hogolo boy gold chain kodstini grl agalla boy necklace madstini grl agalla boy hogli 1 mutai eerulli kodthini grl love u kano,0
ok happen behave like,0
ok noe ure busy im really bored msg u oso dunno wat colour choose 4 one,0
someone u know ha asked dating service 2 contact cant guess call 09058095107 revealed pobox 7 s3xy 150p,1
guy planning coming,0
gettin rdy ship comp,0
u still havent got urself jacket ah,0
shall send exe mail id,0
nah wednesday bring mini cheetos bag,0
thanks da thangam feel happy dear also miss da,0
borrow ur bag ok,0
oh god ive found number im glad text back xafter msg cst std ntwk chg å£150,1
princess,0
welcome please reply age gender begin eg 24m,1
shoot big load get ready,0
aight ill grab something eat text youre back mu,0
well im computerless time make oreo truffle,0
actually nvm got hella cash still ltgt ish,0
dont pack buy storelike cereal must pack food pack gari something 9ja miss,0
come,0
lol really need remember eat im drinking appreciate keeping company night babe smile,0
yes princess want make happy,0
go jurong point crazy available bugis n great world la e buffet cine got amore wat,0
wait 2 minstand bus stop,0
wwwapplausestorecom monthlysubscription50pmsg max6month tcsc web age16 2stop txt stop,1
urgent 1 week free membership å£100000 prize jackpot txt word claim 81010 tc wwwdbuknet lccltd pobox 4403ldnw1a7rw18,1
ok wun b angry msg u aft come home tonight,0
allo braved bus taken train triumphed mean weû÷re bû÷ham jolly good rest week,0
ah well confuses thing doesnt thought wa friend maybe wrong thing already sort invited tho may come co money,0
im home n ready,0
ok cool see ya,0
sorry guess whenever get hold connection maybe hour two ill text,0
reason weve spoken year anyways great week best exam,0
really tot ur paper ended long ago wat u copied jus got use u happy lar still haf 2 study,0
important information 4 orange user today lucky day2find log onto httpwwwurawinnercom fantastic surprise awaiting,1
kthen special,0
dhoni luck win big titleso win,0
yep like pink furniture tho,0
slow using biolas fne,0
excellent wish together right,0
wa txting driving,0
c movie juz last minute decision mah juz watch 2 lar tot ì interested,0
hey going lo lesson gym,0
like italian food,0
pas dis ur contact n see wat u get redim luv wid u blueu put smile face purpleu r realy hot pinku r swt orangei thnk lyk u greeni realy wana go wid u yelowi wnt u bck blackim jealous u browni miss nw plz giv one color,0
haha wa first person wa gon na ask,0
hows favourite person today r u workin hard couldnt sleep last nite nearly rang u 430,0
bookedthe hut also time way,0
urgent trying contact last weekend draw show u å£1000 prize guaranteed call 09064017295 claim code k52 valid 12hrs 150p pm,1
depends quality want type sent boye faded glory 6 want ralphs maybe 2,0
sorry ill call later,0
upgrdcentre orange customer may claim free camera phone upgrade loyalty call 0207 153 9153 offer end 26th july tc apply optout available,1
wifehow knew time murder exactly,0
nothing ever easy dont looking reason take risk life love,0
gim wa ltgt minute ago,0
ok april cant wait,0
ball moving lotwill spin last difficult bat,0
okie,0
youve tkts euro2004 cup final å£800 cash collect call 09058099801 b4190604 pobox 7876150ppm,1
youre done mean,0
sorry lot friendofafriend stuff im talk actual guy want buy,0
win newest ûïharry potter order phoenix book 5 reply harry answer 5 question chance first among reader,1
dunno lei might b eatin wif frens ì wan eat wait 4 ì lar,0
think ûthanks see tomo,0
free nowcan call,0
dear friend sorry late information today birthday loving arpraveesh detail log face book see number ltgt dont miss delicious treat,0
holding,0
cant pick phone right pls send message,0
bring tat cd forget,0
send ur friend receive something ur voice speaking expression 1childish 2naughty 3sentiment 4rowdy 5ful attitude 6romantic 7shy 8attractive 9funny ltgt irritating ltgt lovable reply,0
k need login anything,0
hope pee burn tonite,0
keng rocking ash,0
text banneduk 89555 see cost 150p textoperator g696ga 18 xxx,1
let use next week princess,0
wa fps,0
creepy crazy,0
free message activate 500 free text message replying message word free term condition visit www07781482378com,1
nokia 7250i get win free auction take part send nokia 86021 hgsuite3422lands roww1jhl 16,1
sent jd customer service cum account executive ur mail id detail contact u,0
waiting e car dat bored wat co wait outside got nothing 2 home stuff watch tv wat,0
im saying havent explicitly told nora know someone im probably gon na bother,0
wa nice day impressively wa sensible went home early feel fine boring whens cant remember,0
v skint fancied bevieswaz gona go meet othrs spoon jst bin watchng planet earthsofa v comfey dont make hav gd night,0
shall bring u bottle wine keep u amused joking iû÷ll bring one anyway,0
dont gim lip caveboy,0
u early,0
x2 ltgt going get,0
im gon na home soon dont want talk stuff anymore tonight k ive cried enough today,0
dear got ltgt dollar hi hi,0
hello lover go new job happy think wake slave send teasing kiss across sea,0
k addie amp art ill get home,0
know wot people wear shirt jumper hat belt know r cribbs,0
get gift year didnt get anything bad,0
one day billion class right,0
long beach lor expected u dinner,0
time month mid time,0
ive got ten buck jay noncomittal,0
ok im waliking ard u wan 2 buy anything go ur house,0
goodmorning today late ltdecimalgt min,0
want go perumbavoor,0
play w computer aiyah tok 2 u lor,0
bank say money,0
free 1st week no1 nokia tone 4 ur mobile every week txt nokia 8077 get txting tell ur mate wwwgetzedcouk pobox 36504 w45wq 16 norm150ptone,1
life style garment account please,0
merry christmas u annie,0
im fine babe aint 2 much tho saw scary movie yest quite funny want 2mrw afternoon town mall sumthinxx,0
eldest know,0
news hassling get weed week andres ha money haughaighgtujhyguj,0
miss much im desparate recorded message left day listen hear sound voice love,0
faith make thing possiblehope make thing worklove make thing beautifulmay three christmasmerry christmas,0
storming msg wen u lift phne u say hello u knw wt real meaning hello name girl yes u knw dat girl margaret hello girlfrnd f grahmbell invnted telphone moralone 4get name person,0
guy leaving,0
u coming funeral home,0
summer finally fancy chat flirt sexy single yr area get matched reply summer free 2 join optout txt stop help08714742804,1
okey dokey swashbuckling stuff oh,0
1 go write msg 2 put dictionary mode 3cover screen hand 4press ltgt 5gently remove ur hand interesting,0
sunshine quiz wkly q win top sony dvd player u know country liverpool played mid week txt ansr 82277 å£150 sptyrone,1
urgent call 09066350750 landline complimentary 4 ibiza holiday 10000 cash await collection sae tc po box 434 sk3 8wp 150 ppm 18,1
u meet fren dun wan meet ah muz b guy rite,0
lul im gettin juicy gossip hospital two nurse talking fat gettin one think shes obese oyea,0
tirupur da started office call,0
u noe wat time e place dat sell 4d close,0
well done england get official poly ringtone colour flag yer mobile text tone flag 84199 optout txt eng stop box39822 w111wx å£150,1
aiyah ok wat long got improve already wat,0
chosen receive å£350 award pls call claim number 09066364311 collect award selected receive valued mobile customer,1
good afternoon sexy bun go job search wake first thought always love wish fine happy know adore,0
dunno co wa v late n reach inside already ate spageddies lor e gal r laughing lor,0
fuck cedar key fuck come anyway tho,0
much getting,0
make girl happy difficult make girl happy u need 1 friend 2 companion 3 lover 4 chef ltgt good listener ltgt organizer ltgt good boyfriend ltgt clean ltgt sympathetic ltgt athletic ltgt warm ltgt courageous ltgt determined ltgt true ltgt dependable ltgt intelligent ltgt psychologist ltgt pest exterminator ltgt psychiatrist ltgt healer ltgt stylist ltgt driver aaniye pudunga venaam,0
sorry ive gone place ill tomorrow really sorry,0
want explicit sex 30 sec ring 02073162414 cost 20pmin,1
lol mad first woke gave,0
anything lor go go lor,0
thk ì got ta go home urself co ill b going shopping 4 frens present,0
sir receive account another 1hr time sorry delay,0
hows weather,0
ok ive sent u da latest version da project,0
miss ya need ya want ya love ya,0
yeshere tv always available work place,0
really crashed cuddled sofa,0
eek thats lot time especially since american pie like 8 minute long cant stop singing,0
sorry ill call later,0
yeah probably earlier,0
private 2003 account statement 078,1
congrats nokia 3650 video camera phone call 09066382422 call cost 150ppm ave call 3mins vary mobile 16 close 300603 post bcm4284 ldn wc1n3xx,1
dont thnk wrong calling u,0
ah well confuses thing doesnû÷t,0
yup ok,0
india win level series mean record,0
pls make note shes exposed also find school anyone else wa vomiting dog cat house let know later,0
class,0
great news call freefone 08006344447 claim guaranteed å£1000 cash å£2000 gift speak live operator,1
urgent mobile 077xxx å£2000 bonus caller prize 020603 2nd attempt reach call 09066362206 asap box97n7qp 150ppm,1
sir waiting mail,0
88066 lost å£12 help,1
oh baby house come dont new picture facebook,0
went fast asleep deartake care,0
hi princess thank pic pretty,0
love want flood pretty pussy cum,0
get chicken broth want ramen unless dont know,0
hello boytoy geeee miss already woke wish bed cuddling love,0
kkadvance happy pongal,0
dare change ring,0
today iz yellow rose day u love frndship give 1 misscall amp send ur frndz amp see many miss call u get u get 6missed u marry ur lover,0
give u back id proof ltgt r wont allow work come home within day,0
brainless baby dolld vehicle sariyag drive madoke barolla,0
ltgt mca conform,0
wa gon na ask lol think 7,0
hope great new semester wish best made greatness,0
ive reached already,0
å£400 xmas reward waiting computer ha randomly picked loyal mobile customer receive å£400 reward call 09066380611,1
nope im drivin neva develop da photo lei,0
hi peteynoiåõm ok wanted 2 chat coz avent spoken 2 u 4 long timehope ur doin alritehave good nit j love ya amx,0
haha sound crazy dunno tahan anot,0
ok take ur time n enjoy ur dinner,0
ok lor thanx ìï school,0
yeah get random dude need change info sheet party ltgt 7 never study safe,0
oh yes ive little weather ive kind coccooning home,0
time think youll need know near campus,0
huh mean computational science like dat one push n,0
good evening,0
btw regarding really try see anyone else 4th guy commit random dude,0
hard true much show amp express love someonethat much hurt leave get seperatedö´óû¬ud evening,0
hey check da listed da,0
wishing family merry x happy new year advance,0
sm auction nokia 7250i get win free auction take part send nokia 86021 hgsuite3422lands roww1jhl 16,1
u subscribed best mobile content service uk å£3 per ten day send stop 83435 helpline 08706091795,1
kay since already,0
printed oh ltgt come upstairs,0
watching tv lor funny bluff 4 wat izzit thk impossible u,0
yeah probs last night obviously catching speak soon,0
cool text head,0
see,0
boooo always work quit,0
oh sorry please,0
dont think need yellow card uk travel ask someone ha gone ltgt buck,0
come karnan car please wait till 6pm directly goto doctor,0
apart one told yesterday,0
ill 3 min look,0
come home dont want u miserable,0
yeah got list u joanna im feeling really anti social,0
erm thought contract ran the4th october,0
den wat e schedule b lk sun,0
tell bad character u dnt lik ill try change ltgt add tat 2 new year resolution waiting ur replybe frankgood morning,0
aathiwhere dear,0
im already back home probably,0
u call alter 11 ok,0
womdarfull actor,0
girl doe stay bed girl doesnt need recovery time id rather pas fun cooped bed,0
jos ask u wana meet,0
still coming tonight,0
may b approve panalambut post,0
good luck draw take place 28th feb 06 good luck removal send stop 87239 customer service 08708034412,1
ìï v fan,0
family responding anything room went home diwali one called coming make feel like died,0
anything,0
wonder got online love gone net cafe get phone recharged friend net think boytoy,0
yeh def up4 something sat,0
sry dajst nw came home,0
mm kanji dont eat anything heavy ok,0
multimedia message email,0
7 wonder world 7th 6th ur style 5th ur smile 4th ur personality 3rd ur nature 2nd ur sm 1st ur lovely friendship good morning dear,0
yo jp hungry like mofo,0
hmm bit piece lol sigh,0
yo know anyone ltgt otherwise able buy liquor guy flaked right dont get hold somebody 4 loko night,0
trust even isnt,0
idea soon get converted live,0
yar tot u knew dis would happen long ago already,0
home watching tv lor,0
important message final contact attempt important message waiting customer claim dept expires 13404 call 08717507382,1
aiyah sorry lor watch tv watch forgot 2 check phone,0
pls send correct name da,0
youdoing later sar xxx,0
taught ranjith sir called sm like becaus verifying project prabu told today pa dont mistake,0
youll never believe actually got taunton wow,0
ok problem u frm wats matter,0
really quite funny lor wat u shd haf run shorter distance wat,0
look like u wil b getting headstart im leaving bout 230ish u r desperate company could head earlierwe goin meet rummer,0
seems unnecessarily hostile,0
sunshine hols claim ur med holiday send stamped self address envelope drink u uk po box 113 bray wicklow eire quiz start saturday unsub stop,1
2 doc appointment next week im tired shoving stuff ugh couldnt normal body,0
88800 89034 premium phone service call 08718711108,1
oh god im gon na google nearby cliff,0
wow v v impressed fun shopping,0
yeah give call youve got minute,0
remember ask alex pizza,0
sorry da thangam sorry held prasad,0
urgent please call 09066612661 landline å£5000 cash luxury 4 canary island holiday await collection tc sae award 20m12aq 150ppm 16 ûï,1
shes borderline yeah whatever,0
okay wait ah,0
said text one time,0
private 2003 account statement show 800 unredeemed sim point call 08715203685 identifier code4xx26 expires 131004,1
amount get pls,0
ok,0
u sure u cant take sick time,0
panasonic bluetoothhdset free nokia free motorola free doublemins doubletxt orange contract call mobileupd8 08000839402 call 2optout,1
hi dude hw r u da realy mising u today,0
always saying welp,0
hey something came last min think wun signing tmr hee,0
got call landline number asked come anna nagar go afternoon,0
u knw dis ltgt,0
shall start hear,0
free game get rayman golf 4 free o2 game arcade 1st get ur game setting reply post save activ8 press 0 key arcade termsapply,1
please ask mummy call father,0
waking 4 afternoon sup,0
sure thing big man hockey election 6 shouldnû÷t go longer hour though,0
cant pick phone right pls send message,0
hope ur head doesnt hurt 2 much ploughing way pile ironing staying chinky tonight come round like,0
anything lor,0
together thinkin,0
generally isnt one uncountable noun u dictionary piece research,0
ive reached home n bathe liao u call,0
dog must always wait till end day word run time cell already,0
want finally lunch today,0
interflora åòits late order interflora flower christmas call 0800 505060 place order midnight tomorrow,1
double eviction week spiral michael good riddance,0
likely called mittelschmertz google dont paracetamol dont worry go,0
got ta collect da car 6 lei,0
pocked,0
call later dont network urgnt sm,0
dunno u ask,0
response one powerful weapon 2 occupy place others heart,0
hurry home u big butt hang last caller u food done im starving dont ask cooked,0
little med say take every 8 hour 5 pain back took another hope dont die,0
pls pls find aunt nike,0
wot student discount u get book,0
rose need water season need change poet need imaginationmy phone need ur sm need ur lovely frndship forever,0
wen u miss someone,0
whenwhere pick,0
good morning boytoy hows yummy lip wheres sexy bun think crave need,0
k roommate also want dubsack another friend may also want plan bringing extra ill tell know sure,0
sorry never hear unless book one wa kinda jokethet really looking skinny white girl wa one lineyou much camera something like theyre casting look,0
probably still going stuff,0
bluray player,0
agree stop thinkin ipad please ask macho question,0
hey darlin pick u college u tell wen 2 mt love pete xx,0
sez hows u de arab boy hope u r good give love 2 evry1 love ya eshxxxxxxxxxxx,0
always putting business put picture facebook one open people ive ever met would think picture room would hurt make feel violated,0
yeah work fine started last week stuff dull easy guy fun,0
jay say youre doublefaggot,0
life strict teacher bcoz teacher teach lesson amp conduct exam life first conduct exam amp teach lesson happy morning,0
nokia 7250i get win free auction take part send nokia 86021 hgsuite3422lands roww1jhl 16,1
hey got mail,0
im meeting call later,0
yeah lol luckily didnt starring role like,0
hii got money da,0
gokila talking aha,0
sound like something someone testing would sayy,0
good morning dear shijutta great amp successful day,0
okay thought expert,0
gorgeous keep pix cumming thank,0
dont knw pa drink milk,0
sorry ill call later meeting,0
yeah ill leave maybe 7ish,0
beautiful truth gravity read carefully heart feel light someone feel heavy someone leaf good night,0
tell make little spreadsheet track whose idea wa smoke determine smoke much entire month february,0
affidavit say ltgt e twiggs st division g courtroom ltgt lttimegt ill double check text tomorrow,0
hows street end library walk,0
hello per request ltgt rs5 ha transfered,0
feel like trying kadeem v,0
ripped get mobile content wwwclubmobycom call 08717509990 polytruepixringtonesgames six downloads 3,1
please give 2 pick tuesday evening 8 ok,0
yes fine,0
indeed way wa either,0
,0
huh hyde park mel ah opps got confused anyway tt e best choice den juz take,0
sorry ill call later,0
da vijay going talk jaya tv,0
buzzzz grin buzz buzz chest buzz cock keep phone vibrator feel shake,0
since side fever vomitin,0
bday real april,0
hurting n meaningful line ever compromised everything love,0
natalie 20f inviting friend reply yes165 no165 see wwwsmsacunatalie2k9 stop send stop frnd 62468,1
worse us half way stop better complete,0
know account detailsi ask mom send youmy mom reach,0
beautiful tomorrow never come come already today hunt beautiful tomorrow dont waste wonderful today goodmorning,0
better made friday stuffed like pig yesterday feel bleh least writhing pain kind bleh,0
gam gone outstanding inning,0
im home,0
special,0
u wan 2 come dinner tonight,0
yup song bro creative neva test quality said check review online,0
boo babe u enjoyin yourjob u seemed 2 b gettin well hunnyhope ure oktake care iåõllspeak 2u soonlots loveme xxxx,0
thinkin someone good drug,0
askd u question hour answer,0
dont understand message,0
know mood today,0
busy juz dun wan 2 go early hee,0
sir hope day going smoothly really hoped wont bother bill cant settle month extra cash know challenging time also let know,0
maybe find something else instead,0
dont know come ask question like dont mistake,0
jokin lar depends phone father get lor,0
ok,0
new address applespairsall malarky,0
noice text youre,0
freemsg record indicate may entitled 3750 pound accident claim free reply yes msg opt text stop,1
hey booked kb sat already lesson going ah keep sat night free need meet confirm lodging,0
rather prominent bite mark right cheek,0
hope feeling great pls fill abiola,0
arngd marriage u r walkin unfortuntly snake bite u bt love marriage dancing frnt snake amp sayin bite bite,0
bull plan wa go floating ikea without care world live mess another day,0
k ill work something,0
birthday feb ltgt da,0
gd luck 4 ur exam,0
wats dear sleeping ah,0
ok gentleman treat dignity respect,0
pic please resend,0
hello hows saturday go wa texting see youd decided anything tomo im trying invite anything,0
seeking lady street freak sheet,0
lol u trust,0
cuz ibored wan na study,0
im boat still mom check yo im half naked,0
want go,0
purity friendship two smiling reading forwarded messageits smiling seeing name gud evng musthu,0
meeting u work tel shall work tomorrow,0
fancy shag dointerested sextextukcom txt xxuk suzy 69876 txts cost 150 per msg tncs website x,1
ready big day tomorrow,0
sorry ill call later,0
say ltgt year old man money im last ltgt still waiting check,0
hey go jazz power yoga hip hop kb yogasana,0
opinion 1 2 jada 3 kusruthi 4 lovable 5 silent 6 spl character 7 matured 8 stylish 9 simple pls reply,0
make time tonight whenever cool text whenever youre around,0
well welp sort semiobscure internet thing,0
rtking pro video club need help inforingtonekingcouk call 08701237397 must 16 club credit redeemable wwwringtonekingcouk enjoy,1
please call amanda regard renewing upgrading current tmobile handset free charge offer end today tel 0845 021 3680 subject c,1
anything lor toa payoh got place 2 walk meh,0
unless situation go gurl would appropriate,0
aight close still around alexs place,0
drive read need write,0
good evening ttyl,0
ok thats great thanx lot,0
spook mob halloween collection logo pic message plus free eerie tone txt card spook 8007 zed 08701417012150p per logopic,1
thats cool princess cover face hot sticky cum,0
know thinkin malaria relax child cant handle malaria would worse gastroenteritis take enough replace loss temp reduce give malaria med vomit self limiting illness ha mean day completely stop,0
started skye,0
way ur home,0
dear reach,0
im lip synced shangela,0
marriage function,0
like ltgt question,0
still getting good,0
ela kanoil download come wen ur free,0
wa ur openin sentence formal anyway im fine juz tt im eatin much n puttin weighthaha anythin special happened,0
great send account number,0
mean u could keep ur word,0
bloody hell cant believe forgot surname mr ill give u clue spanish begin,0
im work please call,0
wow healthy old airport rd lor cant thk anything else ill b bathing dog later,0
hmm dunno leh mayb bag 4 goigng dat small jus anything except perfume smth dat keep,0
reach ur home ltgt minute,0
said would woke,0
8 latest g still scrounge ammo want give new ak try,0
hello yeah ive got bath need hair ill come im done yeah,0
plz note anyone calling mobile co amp asks u type ltgt ltgt disconnect callcoz iz attempt terrorist make use sim card itz confirmd nokia n motorola n ha verified cnn ibn,0
hows loverboy doe keep coming queen hmmm doesnt ache speak miss desparately,0
hi mandy sullivan calling hotmix fmyou chosen receive å£500000 easter prize drawplease telephone 09041940223 claim 290305 prize transferred someone else,1
collect ur laptop,0
two fundamental cool life walk,0
hi u want join sts later meeting five call u class,0
surly ill give coming review,0
popping ltgt ibuprofen wa help,0
easy ahsen got selected mean good,0
hey leave big deal take care,0
perhaps much easy give account identification tomorrow uni,0
long get reply defer admission til next semester,0
stupid say challenge godyou dont think write instead respond immed,0
customer place call,0
audrie lousy autocorrect,0
please tell car key purse,0
hope youåõre much fun without see u tomorrow love jess x,0
b4 thursday,0
many people seems special first sight remain special till last sight maintain till life end shjas,0
thats cool liked photo sexy,0
im reaching home 5 min,0
miss vday parachute double coin u must know well,0
ok careful dont text drive,0
huh fast dat mean u havent finished painting,0
dude like buff wind,0
shall fine avalarr hollalater,0
whats feathery bowa something guy dont know,0
finally ha happened aftr decade beer cheaper petrol goverment expects u drink dont drive,0
ran younger man make pretty baby together,0
mode men left,0
great shoot big load get ready,0
heard week,0
think u wrong number,0
realise busy guy im trying bother get exam outta way try car gr8 day,0
got part nottingham 3 hr 63miles good thing love man much 40mph hey ho,0
ì come,0
dnt wnt tlk wid u,0
ok lor ned 2 go toa payoh 4 2 return smth u wan 2 send wat,0
yup hey one day fri ask miwa jiayin take leave go karaoke,0
lost 4 pound since doc visit last week woot woot im gon na celebrate stuffing face,0
u dont know stubborn didnt even want go hospital kept telling mark im weak sucker hospital weak sucker,0
broke list reason nobody town cant tell shes sarcastic faggy,0
one interested may business plan,0
oh k got job whats,0
literally bed like ltgt hour,0
soon real thing princess make wet,0
chance might evaporated soon violated privacy stealing phone number employer paperwork cool please contact report supervisor,0
pandy joined 4w technology todayhe got job,0
win year supply cd 4 store ur choice worth å£500 enter å£100 weekly draw txt music 87066 tscs wwwldewcomsubs161win150ppmx3,1
sthis increase chance winning,0
hi kate u give ring asap xxx,0
well done 4 costa del sol holiday å£5000 await collection call 09050090044 toclaim sae tc pobox334 stockport sk38xh costå£150pm max10mins,1
gon na ring weekend wot,0
mmmmm wa sooooo good wake word morning love mmmm fuck love lion devouring kiss across sea,0
spend day waiting ideal path appear front u forget path made walking waiting goodnight,0
one talking,0
lost 10 kilo today,0
see letter b car,0
cant u try new invention flyim joking,0
ah poop look like ill prob send laptop get fixed cuz ha gpu problem,0
aiyar hard 2 type u later free tell call n scold n tell u,0
pleased inform application airtel broadband processed successfully installation happen within 3 day,0
aiya discus later lar pick ì 4,0
havent heard anything answering text im guessing flaked said jb fantastic,0
sent ur email id soon,0
im tired arguing week week want ill,0
cutest girl world,0
sorry da thangamits mistake,0
hiya stu wot u 2im much truble home moment evone hate even u wot hell av done wont u tell text bck please luv dan,0
finished class,0
private 2003 account statement show 800 unredeemed point call 08718738002 identifier code 48922 expires 211104,1
claire havin borin time alone u wan na cum 2nite chat 09099725823 hope 2 c u luv claire xx callså£1minmoremobsemspobox45po139wa,1
please dont text anymore nothing else say,0
hi theyre keen go kind feel shouldnt go tomo dont mind,0
u got person story,0
yup n fren lor im meeting fren 730,0
thank baby cant wait taste real thing,0
money issue weigh thanks breathe easier ill make sure dont regret thanks,0
congratulation youve youre winner august å£1000 prize draw call 09066660100 prize code 2309,1
course dont tease know simply must see grin keep posted prey loving smile devouring kiss,0
im done c ì,0
ill text creepy like wont think forgot,0
world suffers lot violence bad people silence good people,0
im inperialmusic listening2the weirdest track ever byåóleafcutter johnåósounds like insect molestedsomeone plumbingremixed evil men acid,0
happen,0
nobody name penis girl name story doesnt add,0
hi happy birthday hi hi hi hi hi hi hi,0
lol know hey someone great inpersonation flea forum love,0
u definitely need module e humanity dis sem izzit u wan 2 take module 1st,0
u workin overtime nigpun,0
hostbased idp linux system,0
sm ac sptv new jersey devil detroit red wing play ice hockey correct incorrect end reply end sptv,1
sure make sure know aint smokin yet,0
dearregret cudnt pick calldrove frm ctla cochin homeleft mobile carente style ishtamayoohappy bakrid,0
po de need job aha,0
free entry å£250 weekly comp send word win 80086 18 tc wwwtxttowincouk,1
